"","r0.01To1","r0.01To0.75","r0.01To0.5","r0.01To0.375","r0.01To0.25","r0.01To0.125","r0.3To0.5"
"nu7.8t0.2",0.267741775788231,0.33669705840193,0.412475634317439,0.455578454557387,0.50569675053291,0.571424852007698,0.308275843595664
"nu7.8t0.4",0.26774918111338,0.336705106825544,0.412481327642566,0.455585746261246,0.505701694331617,0.571425479513968,0.308274546854051
"nu7.8t0.6",0.267751242309685,0.336708168024928,0.412484948599833,0.455586870778191,0.505699731842249,0.571426691828541,0.308285561173611
"nu7.8t0.8",0.267749417239039,0.336708453962674,0.412488454542912,0.455595264286438,0.505706274757826,0.571429787023441,0.308282937659717
"nu7.8t1",0.267753264381981,0.336712519029904,0.412491171549378,0.455598462440665,0.505704735042545,0.571428577268599,0.308287634265592
"nu7.8t1.2",0.267754078155213,0.336716502224423,0.412493397566428,0.455602278000324,0.505704008643777,0.571423579851383,0.308289045945857
"nu7.8t1.4",0.267761521364601,0.336724458265882,0.412501280789134,0.455609209331702,0.505713450883499,0.571427625595898,0.308298363222318
"nu7.8t1.6",0.26776625289475,0.3367275494138,0.412503080479884,0.455611141401423,0.505714490312339,0.571427814227067,0.308299738555924
"nu7.8t1.8",0.267768986010824,0.3367313106864,0.412505337866695,0.455613261195682,0.505713267422017,0.571425101890896,0.308306905514109
"nu7.8t2",0.267772512118009,0.336737278110034,0.412511881831725,0.455619027673712,0.505718627824863,0.571430780974086,0.308315598663694
"nu8t0",0.268222890481798,0.337213995429642,0.412914758625304,0.456025578802617,0.505927714422098,0.57146843453658,0.30884451982637
"nu8t0.2",0.268227648601343,0.337221209997019,0.412919051424315,0.4560327680097,0.505928839466234,0.571471044279181,0.308853513134814
"nu8t0.4",0.268228442441206,0.337224016425765,0.412920278169142,0.456035029474598,0.50593037251002,0.571472125332876,0.308854364121605
"nu8t0.6",0.268228869109515,0.337225901303872,0.412923421441666,0.456034945345499,0.50592933049446,0.571470251401347,0.308860450670007
"nu8t0.8",0.268233266045252,0.337229838376215,0.412927228917888,0.456037731444177,0.505929731242637,0.571467416151149,0.30886657779472
"nu8t1",0.268236242159879,0.337231508888198,0.412929762670639,0.456043079729931,0.505932495827358,0.571468154712966,0.308870280771713
"nu8t1.2",0.268237078905004,0.337232470007722,0.412929871785416,0.456043730856788,0.50593429765871,0.571470406987158,0.308870390453307
"nu8t1.4",0.268237839283535,0.337234199582392,0.412931232475569,0.456041654117815,0.505929110071991,0.571466992280104,0.308878581417101
"nu8t1.6",0.268239261495057,0.337236172197734,0.412931945540362,0.456048074488118,0.505927996814391,0.571465026252686,0.308874196086118
"nu8t1.8",0.26824085423192,0.337238217926589,0.412935213138765,0.456054827353466,0.505930576536953,0.571466037291213,0.308877718081748
"nu8t2",0.268240273388929,0.337236961689054,0.412941271366179,0.456064680177684,0.505933040990887,0.571468376682195,0.308878050252902
